date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close,btc_log_return,spx_log_return,btc_rv_7d,spx_rv_7d,btc_rv_14d,spx_rv_14d,btc_rv_30d,spx_rv_30d
2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,83.0,95.93,76.69,87.39,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4245140000,17.280000686645508,19.899999618530273,16.989999771118164,18.709999084472656,-0.03976060378705051,-0.009253337860554323,0.5953356071062216,0.1292002773720201,0.6374697648860344,0.111141092410143,,
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,87.39,96.28,87.39,89.31,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,3569880000,18.559999465942383,18.780000686645508,16.799999237060547,17.329999923706055,-0.011006558547651292,0.01086940989553096,0.5935936506549163,0.14104299895231098,0.6332398612104332,0.10446750676730457,,
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,93.46,93.57,80.3,82.66,4185.02978515625,4194.18994140625,4182.35986328125,4187.6201171875,3748320000,17.940000534057617,18.170000076293945,16.8700008392334,17.639999389648438,0.05473343422820344,0.001780684564582624,0.7685162309367365,0.12603290458552552,0.6884727437637322,0.10371641315844957,,
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,82.66,82.66,74.21,77.53,4188.25,4193.35009765625,4176.22021484375,4186.72021484375,3710700000,17.6200008392334,18.15999984741211,16.969999313354492,17.559999465942383,0.018541010943021647,-0.0002149189814442344,0.8032291543765967,0.12426711767028385,0.6800676826267363,0.10411842487959083,,
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,77.53,79.2,75.52,76.96,4185.14013671875,4201.52978515625,4181.77978515625,4183.18017578125,3787360000,17.469999313354492,17.84000015258789,16.670000076293945,17.280000686645508,-0.003017528793609669,-0.0008458975873960478,0.5617293239551318,0.11894193173920548,0.6569779938674032,0.10410114752593648,,
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,76.96,80.62,75.8,80.2,4206.14013671875,4218.77978515625,4176.81005859375,4211.47021484375,4298680000,16.8799991607666,18.8700008392334,16.770000457763672,17.610000610351562,-0.023824105906546798,0.0067400415367024095,0.5620104207300279,0.11053169664754257,0.6616515222593755,0.10307598550637231,,
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,80.2,80.65,73.95,75.09,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4300880000,17.670000076293945,19.25,17.639999389648438,18.61000061035156,0.07444869860711945,-0.0072207134171198275,0.6627672394276376,0.11313971025550365,0.7323041643364997,0.10932488360746814,,
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,79.09,82.3,75.18,81.79,4191.97998046875,4209.39013671875,4188.02978515625,4192.66015625,4070220000,18.649999618530273,19.1200008392334,17.799999237060547,18.309999465942383,-0.009139246536538945,0.002744321649512167,0.5873504064835666,0.09159650756039484,0.6737015552019203,0.10911974141820616,,
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,81.79,88.18,81.79,87.96,4179.0400390625,4179.0400390625,4128.58984375,4164.66015625,4452460000,18.15999984741211,21.850000381469727,18.11000061035156,19.479999542236328,-0.07196003096966748,-0.0067007374898472305,0.7802365725561823,0.07988854467963759,0.7271540674201052,0.11194308034154021,,
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439,87.96,88.2,83.51,84.39,4177.06005859375,4187.72021484375,4160.93994140625,4167.58984375,4230920000,18.84000015258789,19.579999923706055,17.889999389648438,19.149999618530273,0.07661461528794215,0.0007032164471135163,0.8462627991007435,0.0788336609749756,0.818001697048968,0.10153566753874793,,
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908,84.39,85.36,80.31,82.14,4169.14013671875,4202.7001953125,4147.330078125,4201.6201171875,4511000000,18.40999984741211,20.600000381469727,18.209999084472656,18.38999938964844,-0.018316104117848727,0.008132299498632055,0.8572833335533365,0.09514545631179812,0.8134431032476802,0.10639564429090623,0.6644514248111768,0.10608858313938137
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829,82.14,83.05,78.3,80.56,4210.33984375,4238.0400390625,4201.64013671875,4232.60009765625,4016080000,18.450000762939453,18.56999969482422,16.68000030517578,16.690000534057617,0.016200912209963583,0.007346291419186351,0.8588591583918178,0.10265161064741687,0.7005597498979036,0.10705210993369216,0.6622289852744481,0.10672475055722325
