date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close,btc_log_return,spx_log_return,btc_rv_7d,spx_rv_7d,btc_rv_14d,spx_rv_14d,btc_rv_30d,spx_rv_30d,btc_iv,spx_iv,btc_vrp_7d,spx_vrp_7d,btc_vrp_14d,spx_vrp_14d,btc_vrp_30d,spx_vrp_30d,btc_stress,spx_stress,global_stress,regime_label
2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306,90.72,101.15,90.37,98.46,4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,4008880000,21.770000457763672,22.100000381469727,18.65999984741211,18.809999465942383,0.0034263093346637,0.0148077785636236,0.8263441467112992,0.2189627329530446,0.8384682410152206,0.1582767755271878,0.7284881638934773,0.1338419004830315,0.9846,0.1880999946594238,0.1582558532887007,-0.0308627382936207,0.1461317589847793,0.029823219132236,0.2561118361065226,0.0542580941763923,0,0,0,normal
2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736,105.28,158.72,104.94,123.02,4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,4125050000,19.88999938964844,21.579999923706055,19.670000076293945,19.719999313354492,-0.135211928437938,-0.0025332581839619,1.0750233126910689,0.2120050757358973,0.9919153546314136,0.1585763338439325,0.8184047385198963,0.1283303109001433,1.2302,0.1971999931335449,0.155176687308931,-0.0148050826023523,0.2382846453685864,0.0386236592896124,0.4117952614801037,0.0688696822334016,1,0,1,stress
2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784,123.01,123.01,112.83,117.01,4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,4398150000,18.88999938964844,21.450000762939453,18.809999465942383,21.34000015258789,-0.0159345278743997,-0.0085537723840327,1.024377714544897,0.2061238330885728,0.9899713494293269,0.162323281830209,0.8181231869014576,0.1310365084642485,1.1701,0.2134000015258789,0.1457222854551032,0.0072761684373061,0.1801286505706733,0.0510767196956699,0.3519768130985425,0.0823634930616304,1,0,1,stress
2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161,117.01,144.63,115.28,124.83,4098.4501953125,4116.93017578125,4061.409912109375,4115.68017578125,4247450000,22.459999084472656,25.959999084472656,21.8799991607666,22.18000030517578,-0.1551938194929308,-0.0029477518113784,1.2177293357728762,0.2003925799815471,1.149882549982458,0.1585855745448323,0.9178415919266624,0.1313590089541288,1.2483,0.2218000030517578,0.0305706642271237,0.0214074230702107,0.0984174500175418,0.0632144285069255,0.3304584080733376,0.090440994097629,1,0,1,stress
2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923,124.84,132.06,112.56,119.77,4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,3978880000,22.329999923706055,23.5,20.190000534057617,20.670000076293945,0.0994528443006428,0.0104994293345084,1.506740246900576,0.2083856712397199,1.196595644050751,0.1642250213452469,0.9645740300169942,0.1342228114331392,1.1977,0.2067000007629394,-0.3090402469005759,-0.0016856704767804,0.0011043559492489,0.0424749794176925,0.2331259699830058,0.0724771893298002,1,0,1,stress
2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258,119.77,145.01,112.2,139.98,4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,3995250000,20.420000076293945,20.88999938964844,19.530000686645508,20.149999618530273,-0.084253632547951,-0.0007841880752528,1.4178327538681856,0.1437367575011833,1.219240093010889,0.1636058734515195,0.9859870308585234,0.1325144100963335,1.3998,0.2014999961853027,-0.0180327538681857,0.0577632386841194,0.1805599069891108,0.0378941227337832,0.4138129691414766,0.0689855860889692,1,0,1,stress
2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971,156.2,156.2,121.77,125.12,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,3684800000,20.5,20.510000228881836,18.3799991607666,18.399999618530273,0.0406187203994429,0.009862497481216,1.4856327230564588,0.1384667782963112,1.2386004614640265,0.1667529543675087,0.9909958913526524,0.1354163795559035,1.2512,0.1839999961853027,-0.2344327230564586,0.0455332178889915,0.0125995385359736,0.017247041817794,0.2602041086473476,0.0485836166293992,1,0,1,stress
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,125.12,131.69,124.43,129.11,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4182250000,18.350000381469727,19.290000915527344,16.8700008392334,18.84000015258789,-0.0122295047056648,-0.0021275454008285,1.4713940926695288,0.1121103518684605,1.1552650522038652,0.1671356947294542,0.965478357848108,0.1353753582575377,1.2911,0.1884000015258789,-0.1802940926695286,0.0762896496574184,0.1358349477961349,0.0212643067964247,0.3256216421518921,0.0530246432683412,1,0,1,stress
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,122.03,124.4,116.69,117.02,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4420890000,18.3700008392334,18.920000076293945,17.350000381469727,17.360000610351562,0.023650189539076,0.0018750575506104,1.330454842918601,0.1102251860107495,1.1762465125776551,0.1635588095778736,0.9724455956711984,0.1347674339239984,1.1702,0.1736000061035156,-0.160254842918601,0.0633748200927661,-0.0060465125776552,0.010041196525642,0.1977544043288015,0.0388325721795172,1,0,1,stress
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,117.02,119.91,106.59,107.26,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,6406310000,18.030000686645508,18.170000076293945,16.520000457763672,16.739999771118164,-0.0183086687723054,0.0011646360898629,1.3306130191663188,0.087489712019271,1.161319898015517,0.1601741712744616,0.9708022662004614,0.1310956666002828,1.0726,0.1673999977111816,-0.2580130191663188,0.0799102856919106,-0.088719898015517,0.00722582643672,0.1017977337995386,0.0363043311108988,1,0,1,stress
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,107.26,123.33,107.25,122.55,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4649250000,16.799999237060547,16.860000610351562,15.899999618530272,16.760000228881836,-0.0773091631552114,0.0007685864528873,1.0358075902032906,0.0803065061824103,1.1795998338661051,0.1535999868017045,0.9861615620801264,0.1307213225358337,1.2255,0.1676000022888183,0.1896924097967094,0.087293496106408,0.0459001661338949,0.0140000154871138,0.2393384379198736,0.0368786797529846,1,0,1,stress
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,106.47,108.65,105.36,108.23,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,5074670000,17.239999771118164,18.530000686645508,15.68000030517578,17.899999618530273,0.0284609775475617,-0.0004924547586291,0.7981770792559515,0.0625175395839559,1.1911830060246644,0.1481481706970942,0.965307444009021,0.1297111732257714,1.0823,0.1789999961853027,0.2841229207440485,0.1164824566013468,-0.1088830060246643,0.0308518254882085,0.116992555990979,0.0492888229595313,1,0,1,stress
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,108.23,108.63,101.89,103.17,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,5833670000,17.860000610351562,18.309999465942383,16.739999771118164,17.479999542236328,0.0235822705986549,0.0014458890369002,0.6489354784879905,0.0605461552562983,1.114888773993884,0.1066228224990873,0.9680741514982752,0.1279612196343931,1.0317,0.1747999954223632,0.3827645215120095,0.1142538401660649,-0.0831887739938839,0.0681771729232759,0.0636258485017248,0.0468387757879701,1,0,1,stress
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,103.17,103.19,97.28,99.19,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,5587970000,17.729999542236328,19.270000457763672,17.450000762939453,18.040000915527344,0.0436989328915869,-0.0036353030560493,0.6570049708625293,0.0326585264094368,1.1447765773546463,0.0998629868361622,0.9762156730896312,0.1258022423025032,0.9919,0.1804000091552734,0.3348950291374707,0.1477414827458366,-0.1528765773546463,0.0805370223191112,0.0156843269103688,0.0545977668527702,1,0,1,stress
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,99.19,107.61,99.07,102.91,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4139790000,18.09000015258789,18.420000076293945,16.18000030517578,16.420000076293945,-0.0635840791345629,0.0087953033830163,0.765812107202969,0.059505031212623,1.1570343876416498,0.086566761343774,0.9848233642483872,0.1249457705894294,1.0291,0.1642000007629394,0.2632878927970309,0.1046949695503164,-0.1279343876416498,0.0776332394191654,0.0442766357516126,0.03925423017351,1,0,1,stress
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,105.93,108.4,99.89,108.32,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4476920000,17.34000015258789,17.350000381469727,15.779999732971191,16.420000076293945,-0.0931655588862945,-0.0007970562694215,0.8887343076261703,0.060787895410883,1.0887470305879894,0.0855185505407522,1.012995084705916,0.1212612274749305,1.0832,0.1642000007629394,0.1944656923738296,0.1034121053520564,-0.0055470305879894,0.0786814502221872,0.070204915294084,0.0429387732880089,1,0,1,stress
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,108.32,117.07,107.37,111.04,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4659620000,16.579999923706055,17.75,15.149999618530272,17.06999969482422,-0.0051388354567866,0.0001750095494412,0.8947575993142369,0.0609893710465577,1.0902233666978824,0.0736603887358687,0.9923258121193638,0.1211879052140069,1.1104,0.1706999969482422,0.2156424006857631,0.1097106259016845,0.0201766333021176,0.0970396082123735,0.1180741878806362,0.0495120917342353,1,0,1,stress
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,111.04,111.9,105.08,105.82,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4713260000,17.18000030517578,17.959999084472656,15.550000190734863,17.889999389648438,0.1133699506800925,-0.0018255325906156,1.095208273791667,0.0631613294275363,1.0279612182608444,0.0724313652071318,1.0569909983341976,0.121338802810493,1.0582,0.1788999938964843,-0.037008273791667,0.115738664468948,0.0302387817391556,0.1064686286893525,0.0012090016658024,0.0575611910859913,1,0,1,stress
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,105.82,105.9,98.95,99.46,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4408210000,18.18000030517578,18.290000915527344,16.010000228881836,16.100000381469727,-0.0192361789087449,0.0046414547764629,1.0928771208502182,0.0670819957258354,0.9267335308278404,0.0623201102076015,1.0567220557680557,0.1219448155295846,0.9946,0.1610000038146972,-0.0982771208502182,0.0939180080888618,0.0678664691721595,0.0986798936070957,-0.0621220557680557,0.0390551882851126,1,0,1,stress
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,99.46,99.72,95.96,97.22,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,3815010000,16.18000030517578,16.200000762939453,15.149999618530272,15.649999618530272,0.017735376231755,0.0019465389328083,1.088115667479127,0.0672083076584683,0.8608856178957504,0.0615696289138013,1.060024010354654,0.1205776950097868,0.9722,0.1564999961853027,-0.115915667479127,0.0892916885268344,0.1113143821042496,0.0949303672715014,-0.0878240103546541,0.0359223011755159,1,0,1,stress
